SMILES,ODOR
CC\C=C/CCOC(C)=O,"banana,green,vegetable"
CC\C=C/CCOC(=O)c1ccccc1,"green,herb,wood"
CCC/C=C/COC(=O)CCC,"apple,banana,cheese,fruit,grass,green,meat,orchid"
CCCC(=O)OCC\C=C/CC,"butter,green,wine"
CC\C=C/CCOC=O,"green,vegetable"
CCCCCC(=O)OCC\C=C/CC,"apple,fruit,green,prune,vegetable"
CC\C=C/CCOC(=O)C\C=C/CC,"green,melon"
CC\C=C/CCOC(=O)C(C)C,"apple,cut,ethereal,fruit,grass,green,mint,nut,orange,pear,privet,sweet"
CC\C=C/CCOC(=O)C(C)O,"fruit,green"
CC\C=C/CCOC(=O)C(C)CC,"apple,green,herb,mint,pepper,sweet,wax"
CC\C=C/CCOC(=O)CC(C)C,"apple,green"
CC\C=C/CCOC(=O)Cc1ccccc1,"green,herb,moss,sweet,wood"
CC/C=C/CCOC(=O)c1ccccc1O,"balsam,floral,green"
CC/C=C/CCOC(=O)C(/C)=C\C,"banana,earth,fat,green,pepper,vegetable"
CCCCCCOC(C)=O,"apple,berry,cherry,floral,fruit,herb,pear,sweet"
CCCCCCO,"alcohol,ethereal,fat,floral,fragrant,fruit,fusel,grass,green,herb,oil,resin,sweet,wood"
CCCCCCOC(=O)c1ccccc1,"balsam,green,wood"
CCCCCCOC(=O)\C=C/C,"fruit,pineapple"
CCCCCCOC(=O)CCC,"apple peel,apricot,green,pineapple,sweet"
CCCCCC\C(C=O)=C/c1ccccc1,"floral,jasmine,lily,sweet"
CCCCCCOC=O,"ethereal,fruit,green"
CC(C)COC(=O)\C=C\c1ccccc1,"balsam,fruit,peach,sweet"
CC(C)COC=O,"chemical,ether,ethereal,fruit,sweet"
CCCCCC(=O)OCC(C)C,"apple,chocolate,fruit,green,peach,pineapple,sweet,tropical"
CC(C)COC(=O)C(C)C,"ethereal,fruit,grape,pineapple,skin,tropical"
COc1nccnc1CC(C)C,"bell,earth,galbanum,green,green bell peppers,green peas,green pepper,pea,pepper,spice,vegetable"
CC(C)CC(O)Cc1ccccc1,"celery,cream,floral,green,herb,must"
CC(C)COC(=O)Cc1ccccc1,"chocolate,honey,must,spice,wax,wood"
CCC(=O)OCC(C)C,"banana,ether,floral,fruit,green,sweet,tutti"
CC(C)Cc1sccn1,"green,tomato leaf,vegetable"
C\C=C(/C)C(=O)OCC(C)C,"herb,pungent"
CC(C)C=O,"banana,green,malt,pungent,spice"
CC(C)C(O)=O,"acid,butter,cheese,pungent,rancid,sour,strawberry"
COc1cc(\C=C\C)ccc1O,"clove,floral,spice,sweet,wood"
COc1cc(/C=C/C)ccc1OC(C)=O,"carnation,floral,odorless,rose,spice"
COc1cc(\C=C\C)ccc1OC(=O)Cc2ccccc2,"apple,balsam,cinnamic,clove,floral,honey,spice,sweet"
CC(C)CCN,"ammonia,unpleasant,vanilla"
CC1=CC(=O)CC(C)(C)C1,"berry,camphor,cedarwood,citrus,cool,fruit,green,herb,leather,must,nut,sweet,tobacco,vegetable,wax,wood"
CC(C)OC(C)=O,"banana,chemical,ethereal,fruit,sweet"
CC(C)O,"alcohol,butter,rubbing alcohol"
CC(C)c1ccc(CO)cc1,"floral,herb,spice,wood"
CCCC(=O)OC(C)C,"cream,ester,ether,fruit,green,pineapple,pungent,ripe,sweet,wax"
CC(C)OC(=O)/C=C/C1=CC=CC=C1,"balsam,fruit"
CC(C)SSC(C)C,"alliaceous,cabbage,chemical,garlic,meat,onion,sulfur"
CCC(C)C(=O)OC(C)C,"ethereal,fruit,green,oil,pineapple,sweet,tropical"
CC(C)C\C=C(C=O)/C(C)C,"berry,herb"
CC(C)c1scc(C)n1,"earth,fruit,green,meat,nut,root,tropical,vegetable"
CCCCCCCCCCCCCC(=O)OC(C)C,"bland,cheese,cherry,cinnamic,wax"
CC(C)c1ccccc1O,"creosote,medicine,phenol"
CC(C)OC(=O)Cc1ccccc1,"ethereal,floral,honey,honeysuckle,powdery,rose,sweet,vine"
CC(C)OC(=O)C=C(C)C,"green,mint,spice,sweet,vegetable"
CC1CCC(C(O)C1)C(C)=C,"cool,medicine,mint,wood"
CC(C)CC=O,"aldehydic,chocolate,ethereal,fat,fruit,malt,peach,sour"
CC(C)CC(O)=O,"acid,animal,cheese,fecal,rancid,sweat"
CC(O)C(O)=O,"fat,odorless"
CCCCCCCCCCCC(O)=O,"fat,metallic"
CCCCCCCCCCCCOC(C)=O,"citrus,floral,rose,sweet,wax"
CCCCCCCCCCCCO,"coconut,earth,fat,honey,soap,wax"
CC(=O)CCC(O)=O,caramel
CC(C)=CCCC(C)(O)C=C,"bergamot,citrus,floral,lavandin,lemon,orange,sweet"
CC(C)=CCCC(C)(OC(C)=O)C=C,"floral,fruit,herb,pear,sweet"
CC(C)=CCCC(C)(OC(=O)c1ccccc1)C=C,"bergamot,broom,floral,gardenia,genet,heather,jasmine,lily,tuberose"
CCCC(=O)OC(C)(CCC=C(C)C)C=C,"banana,pear,sweet"
CC(C)=CCCC(C)(OC=O)C=C,"bergamot,citrus,coriander,fruit,green,herb,rose,wood"
CC(C)CC(=O)OC(C=C)C(C)CC=C(C)C,"apple,apricot,bergamot,citrus,fruit,herb,lavandin,peach,sage,sweet"
CCC(=O)OC(C)(CCC=C(C)C)C=C,"floral,herb,pear,sweet"
CC\C=C/CC1=C(C)CCC1=O,"citrus,floral,fruit,jasmine,wood"
COc1ccc(CC(C)=O)cc1,"anisic,balsam,caramel,cream,fruit,spice,sweet,vanilla"
Cn1cccc1,"herb,powerful,smoke,wood"
CCC(C)c1nccnc1OC,"bell,carrot,earth,galbanum,green,must,pea,pepper,vegetable"
CCCC(C)C(O)=O,"cheese,sour"
CC1OCCC1=O,"bread,butter"
CC(C)CCC(O)=O,"cheese,pungent"
CC(C)=CC(C)=O,"acrylic,chemical,earth,honey,peppermint,pungent,sweet,vanilla,vegetable"
CC(=O)OCCc1scnc1C,meat
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,"camphor,cool,menthol,mint,peppermint,wood"
CC(C)[C@@H]1CC[C@@H](C)CC1=O,"berry,camphor,fruit,herb,menthol,mint,peach,raspberry,sweet,wood"
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,"camphor,herb,menthol,mint,peppermint,tobacco,wood"
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,"berry,camphor,fruit,herb,mango,melon,menthol,mint,oil,orange,raspberry,rose,sweet,wood"
CC(C)=CCC\C(C)=C/CO,"citrus,floral,neroli,rose,sweet"
CSC,"cabbage,gasoline,sulfur,vegetable"
CC1=C(O)C(=O)C=CO1,"caramel,chocolate,fruit,jam,sweet"
CC(C)C(=O)OC1=C(C)OC=CC1=O,"caramel,fruit,jam"
CC1CCC2=C(C)C(=O)OC2C1,"cherry,coconut,coumarin,cream,mint,powdery,spearmint,sweet,tobacco,tonka"
CCC(C)C(=O)OC1CC(C)CCC1C(C)C,"cool,fruit,sweet,wood"
CC(O)C(C)S,"alliaceous,garlic,meat,onion,roasted,sulfur"
CC(S)C(C)=O,"alliaceous,chocolate,coffee,garlic,meat,onion,sulfur"
CC1(C)C2CCC(C)(S)C1C2,"berry,buchu,chemical,citrus,fruit,grapefruit,green,seed,sulfur,terpene,tropical,wood"
COc1ccccc1/C=C/C=O,"floral,spice,sweet"
COc1ccc(\C=C\C=O)cc1,"cherry,cinnamic,cream,floral,fruit,herb,spice,sweet,vanilla"
COc1cc(C)ccc1O,"bacon,carnation,cheese,chocolate,clove,coffee,creosote,floral,green,herb,jasmine,leather,meat,medicine,mesquite,phenol,smoke,spice,sweet,vanilla,wood"
COc1nccnc1C,"almond,hazelnut,nut,peanut,roasted"
COc1ccccc1OC(C)=O,"must,walnut,wood"
COc1ccc(CCC(C)=O)cc1,"cherry,floral,fruit,raspberry,sweet"
COc1cnccn1,"chocolate,cocoa,nut,sweet"
COc1cc(C=C)ccc1O,"apple,clove,curry,peanut,smoke,spice,wood"
COC(C)=O,"ether,ethereal,fruit,solvent,sweet"
CC(=O)c1ccc(C)cc1,"bitter almond,floral,fruit,hawthorn"
COC(=O)c1ccc(OC)cc1,"anise,anisic,balsam,chocolate,citrus,cream,fruit,herb,melon,spice,sweet,vanilla,wood"
COc1ccccc1C,"earth,floral,naphthyl,nut,sweet,walnut,warm"
COc1ccc(C)cc1,"camphor,cedar,naphthyl,sweet,vanilla"
COC(=O)c1ccccc1N,"chocolate,citrus,coffee,floral,fruit,grape,grapefruit,herb,honey,jasmine,lemon,lime,medicine,must,orange blossom,strawberry,sweet"
COC(=O)c1ccccc1,"floral,fruit,herb,lettuce,phenol,prune,pungent,sweet"
CC(OC(C)=O)c1ccccc1,"apple,apricot,gardenia,green,pineapple,plum"
CC(C)(O)C=C,"earth,fungal,herb,oil"
CC(C)=CCO,"fruit,green,herb,lavandin"
CCC(C)COC(C)=O,"banana,fruit,juice,peanut,ripe,sweet"
CCC(C)COC(=O)CC(C)C,"apple,cheese,earth,fat,fruit,green,herb,mint,soap,sweet,wax"
CCC(C)C(=O)OCCC(C)C,"apple,blueberry,cherry,citrus,fruit,sweet"
CCC(C)COC(=O)C(C)CC,"apple,berry,ester,floral,fruit,green,sweet,wax"
COC(=O)Cc1ccc(cc1)C(C)(C)C,"cream,fruit,green,honey,hyacinth,jasmine,leaf,rose,wax"
CCC(C)C=O,"almond,chocolate,cocoa,coffee"
CCCC(=O)OC,"apple,banana,ether,ethereal,fruit,pineapple,sweet"
CCC(C)C(O)=O,"acid,apple,apricot,berry,cheese,chocolate,cream,fruit,grape,peach,pineapple,sour,strawberry,sweat,wood"
COC(=O)\C=C\c1ccccc1,"balsam,cherry,fruit,strawberry,sweet"
Cc1ccc2OC(=O)C=Cc2c1,"anise,balsam,coconut,cream,floral,fruit,herb,powdery,sweet,vanilla"
COC(=O)C1CCCCC1,"berry,cream,ester,fruit,milk,pineapple"
CC1CCCC(=O)C1,"camphor,medicine,mint"
CC1=CC(=O)CCC1,"caramel,cherry,medicine,nut,phenol"
CC1CCC(=O)C1=O,"caramel,coffee,maple,nut,smoke"
CCCCCCCCCC(=O)OC,"fermented,floral,fruit,oil,wine"
C[C@@H]1CCC2=C1N=CC[NH2+]2,"baked,earth,nut,peanut,potato,roast,roasted"
CCCCCC1C(CCC1=O)CC(=O)OC,"floral,jasmine,sweet"
Cc1occc1S,"butter,coconut,coffee,fish,fruit,meat,metallic,sulfur"
Cc1oc(C=O)cc1,"almond,burnt sugar,caramel,maple,spice,sweet"
CSSCc1occc1,"alliaceous,caramel,coffee,fish,fruit,garlic,meat,nut,onion,roasted,smoke,sulfur,vegetable"
COC(=O)c1occc1,"berry,fungal"
CCC(C=O)c1oc(C)cc1,"cucumber,cyclamen,fat,floral,fruit,green,vegetable,watermelon"
CCCCCCC(=O)OC,"berry,floral,fruit,green,orris,sweet,wax"
CCCCC[C@@H](C)C([O-])=O,"butter,cheese,cream,green,milk,sweat,wax"
CC(C)=CCCC(C)=O,"citrus,green,herb,mushroom,oil,pepper,rubber"
CCC(C)C(=O)\C=C\C,"butter,hazelnut,nut"
CC/C=C/CC(=O)OC,"earth,fruit,pineapple,sweet"
COC(=O)C(C)C,"apple,floral,fruit,pineapple"
COc1ccc(\C=C\C)cc1OC,spice
CC(C)c1ccc(cc1)C(C)CC=O,"cucumber,floral,melon,vegetable"
COC(=O)CC(C)C,"apple,fruit"
CC/C=C/CC1C(CCC1=O)CC(=O)OC,"floral,herb,jasmine,melon,sweet"
CCCCCCCCCCCC(=O)OC,"coconut,cream,fat,mushroom,soap,wax"
COC(=O)c1ccccc1OC,"black currant,cananga,floral,fruit,herb,hyacinth"
COc1cc(C)ccc1C(C)C,"burnt,chocolate,coffee,earth,green,herb,must,nut,smoke,spice,vegetable,wood"
CCC(C)C(=O)OC,"apple,fat,fruit,green,sweet,tutti"
CC(Cc1ccc2OCOc2c1)C=O,"floral,herb"
CSSc1ccoc1C,"alliaceous,beef,chemical,chocolate,coffee,cooked meat,fat,garlic,meat,nut,onion,peanut,pepper,roasted,spice,sulfur,thiamin,vegetable"
CCCC(C)C(=O)OC,"apple,berry,fruit,hazelnut,nut,tropical"
COC(=O)CCSC,"chemical,fruit,garlic,onion,sulfur,sweet,tomato,vegetable"
COC(=O)CCC(C)C,"banana,cheese,fruit,pineapple,sweet"
CCCCCCCCCCCCCC(=O)OC,"fat,honey,orris,petal,wax"
Cc1cccc2ccccc12,"camphor,chemical,earth,medicine,naphthyl"
CC(=O)c1ccc2ccccc2c1,"berry,blossom,coconut,floral,fruit,grape,orange,strawberry,sweet,vanilla"
COC(=O)c1cccnc1,"herb,sweet,tobacco,warm"
CCCCCCCCC(=O)OC,"coconut,fruit,nut,pear,sweet,tropical,wax,wine"
CCCCC[C@@H](C)CCC([O-])=O,"chicken,lamb,meat,pork"
CCCCCC\C=C/C(=O)OC,"green,violet"
CCCCC\C=C\CC(=O)OC,"fruit,green,melon,pear,watermelon"
CCCCCCC#CC(=O)OC,"floral,green,peach,violet"
CCCCCCCC(=O)OC,"aldehydic,citrus,fruit,green,herb,orange,sweet,vegetable,wax"
CCCC[C@@H](C)CCC([O-])=O,"cheese,cream,dairy,fat,green,meat,milk,moss,must,plastic,wax"
CCCCC/C=C/C(=O)OC,"animal,fruit,green,pineapple,sweet"
CCCCCC#CC(=O)OC,"green,sweet,vegetable,violet"
CCOCc1cnccn1,"almond,earth,pineapple"
CCCC(C)C=O,"earth,ethereal,fruit,green"
CCC(C)CC(O)=O,"acid,animal,berry,cheese,cream,fruit,green,herb,sharp,sweat"
CCC(C)CCO,"chocolate,cocoa,cognac,fermented,fruit,fusel,green,wine"
CCC(C)(O)CC,"fruit,green,leaf,powerful"
CC(C)CC(C)=O,"dairy,ethereal,fruit,green,herb,sharp,solvent,spice"
CC\C=C(/C)C=O,"fruit,gas,grass,green,powerful"
CC\C=C(/C)C(O)=O,"fruit,strawberry"
C[C@@H](CC=C)C([O-])=O,"cheese,fruit"
COC(=O)Cc1ccccc1,"fruit,honey,jasmine,sweet"
CC(C)CC(=O)Cc1ccccc1,"burnt,fruit,spice,sugar,sweet,wood"
CC(C)\C=C(C=O)/c1ccccc1,chocolate
CCC(=O)OC,"apple,banana,fruit,strawberry"
CCCSSC,"alliaceous,garlic,mustard,onion,radish,sulfur,tomato"
CCC(C)c1sccn1,"alliaceous,chocolate,garlic,green,herb,mint,must,nut,onion,pepper,raw,vegetable"
Cc1cnccn1,"chocolate,cocoa,green,meat,nut,peanut,popcorn,roasted"
CC(=O)c1[nH]ccc1,"bread,coumarin,licorice,must,nut,walnut"
Cc1cccc2nccnc12,"coffee,nut"
COC(=O)c1ccccc1O,"mint,peppermint,spice,sweet,wintergreen"
CCCCCCCCCCCCCCCCCC(=O)OC,"fat,oil,wax"
C[S](C)=O,"alliaceous,butter,cheese,fat,garlic,mushroom,oil,onion"
CC1OCCC1S,"alliaceous,beef,caramel,chemical,chicken,coffee,garlic,meat,onion,roasted,sulfur"
CC1SCCC1=O,"balsam,berry,butter,cabbage,fruit,must,onion,sulfur"
Cc1cscn1,"green,nut,roasted meat,tomato,vegetable"
Cc1ncsc1CCO,"meat,nut,sulfur"
CC1=NCCS1,"meat,must,nut,sulfur"
CSC(C)CC=O,"buchu,chip,green,musk,potato,vegetable"
CSCCC(C)=O,"earth,fruit,potato,sulfur,sweet,tomato,vegetable"
CCCC(=O)SC,"alliaceous,animal,cabbage,cheese,garlic,must,onion,putrid,sulfur,vegetable"
CSC(=O)c1occc1,"alliaceous,cooked,cream,fried,garlic,milk,onion,sulfur"
CCCC(CCO)SC,"citrus,earth,fruit,green,leaf,melon,metallic,pepper,spice,sulfur,vegetable"
CSC(C)(C)CC(C)=O,"black currant,fruit,green,metallic,must,root,sulfur,tropical"
CSc1nccnc1C,"almond,caramel,coffee,earth,must,nut,peanut,vegetable"
Cc1sc(C=O)cc1,"acetophenone,almond,cherry,fruit,furfural,sulfur,sweet,wood"
CSCCCO,"alliaceous,earth,garlic,meat,onion,potato,soup,sulfur,sweet,vegetable"
CSCCC=O,"alliaceous,beef,cheese,cooked potato,cream,earth,fish,fruit,garlic,meat,must,nut,oil,onion,peanut,potato,tomato,vegetable"
CSCCCN=C=S,"alliaceous,earth,garlic,horseradish,onion,root,sulfur,vegetable"
CCCCC(=O)OC,"apple,fruit,green,nut,pineapple,sweet"
Cc1ncsc1C=C,"chocolate,cocoa,must,nut,root,vegetable"
CC(C)=CCCC(=C)C=C,"anise,balsam,fruit,grape,green,herb,must,peach,spice,sweet,vanilla,vegetable,wood"
CCCCCCCCCCCCCC(O)=O,"oil,wax"
CC1(C)[C@H]2CC=C(CO)[C@@H]1C2,"berry,medicine,mint,vanilla,wood"
CC(=O)OCC1=CCC2CC1C2(C)C,"herb,sweet"
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc2O)cc1O,"bland,orange,sweet"
CC(C)=CCC\C(C)=C\CCC(C)(O)C=C,"apple,citrus,floral,green,rose,wood"
CCOc1ccc2ccccc2c1,"grape,naphthyl"
COc1ccc2ccccc2c1,"floral,naphthyl,strawberry,sweet"
CC(=O)OC\C=C(C)/CCC=C(C)C,"apple,apricot,blossom,chocolate,citrus,floral,fruit,grape,grapefruit,green,herb,honey,lemon,lime,oil,orange,orange blossom,peach,pear,raspberry,rose,sweet,wax"
CC(C)C(=O)OC\C=C(C)/CCC=C(C)C,"berry,floral,fruit,lilac,orange,plum,raspberry,rose,strawberry,sweet"
CC(C)CC(=O)OC\C=C(C)\CCC=C(C)C,"bergamot,citrus,ethereal,floral,fruit,melon,rose,sage,sweat,sweet"
CCCC\C=C\C=C\C=O,"fat,fish,floral,green,leaf,meat,melon,nut,vegetable,violet,wax"
CC\C=C/CC\C=C\C=O,"cucumber,green,vegetable,violet,wax"
CC/C=C/CC\C=C\C=O,"citrus,cucumber,green,vegetable"
CC/C=C/CC\C=C\CO,"cucumber,green,melon,vegetable,violet"
CCCCC1CCCC(=O)O1,"apricot,butter,meat,nut,sweet"
CCCCCCCCC=O,"aldehydic,apple,citrus,coconut,fat,fish,floral,fruit,grape,grapefruit,green,lemon,lime,meat,melon,nut,oil,orange,peach,rose,vegetable,wax"
SCCCCCCCCCS,"meat,savory,sulfur"
CCCCCCCCC(O)=O,"cheese,cultured,dairy,dirt,fat,green,wax"
CCCCC[C@H]1CCC(=O)O1,"anise,coconut,fat,herb,peach"
CCCCCCCC(C)O,"cheese,citrus,cream,cucumber,fat,fruit,green,melon,orange,wax"
CCCCCCCC(C)=O,"butter,cheese,citrus,coconut,earth,fat,fish,floral,fresh,fruit,green,herb,hot milk,oil,pineapple,rose,soap,sweet,vegetable,wax,weedy"
CCCCCCC(=O)CC,"cheese,floral,fruit,green,herb"
CCCCCC\C=C\C=O,"aldehydic,citrus,cucumber,fat,green,wax"
CC\C=C/CCCCC=O,"citrus,melon"
CCCCCC\C=C/CO,"green,melon,sweet,wax"
CCCCCC/C=C/CO,"fat,green,melon,sweet,vegetable,violet,wax"
CC\C=C/CCCCCO,"green,melon"
CCCCCCCCCOC(C)=O,"floral,fruit,gardenia,soap,sweet,wax"
CCCCCCCCCO,"citrus,fat,floral,green,oil,petal,rose"
Cc1ccc(cc1)c2ccccc2,"anise,chocolate,fennel,floral,herb,mint,spice,wax,wintergreen"
CC(O)c1ccccc1,"chemical,hyacinth"
CC1CCC(C(=O)C1)C(C)(C)S,"berry,herb"
CC\C=C/CC\C=C\COC(C)=O,"apple,fat,green,leaf,nut,oil,vegetable"
C\C=C(/C)C=O,"ether,fruit,green,green fruit,nut,pungent"
C\C=C(/C)C(O)=O,"balsam,spice"
CCC(=O)C(O)=O,"brown,caramel,cream,lactone,sweet"
CCCC(C)O,"disagreeable,fermented,fusel,green,oil"
CC(CO)c1ccccc1,"balsam,hyacinth"
OC(=O)CCc1ccccc1,"balsam,cinnamic,fat,floral,musk,rose,sweet"
CC1=CC(=O)CC(C)(C)C1=O,"leaf,must,sweet,tea,tobacco,wood"
CCC\C=C\C=C\C=O,"fat,green,pear,reminiscent,vegetable"
CCCCCCCC=O,"aldehydic,citrus,fat,fruit,green,honey,lemon,orange,soap,sweet"
SCCCCCCCCS,"earth,meat,mushroom,sulfur"
CCCCCCCC(O)=O,"cheese,fat,fruit,oil,sweat"
CCCCCCCCO,"burnt,chemical,citrus,fat,floral,metallic,orange,rose,sweet,wax,wood"
CCCCCCC(C)O,"earth,fat,green,mushroom,oil,spice,wood"
CCCCCCC(C)=O,"apple,earth,floral,fruit,gasoline,green,herb,natural,soap,weedy,wood"
CCCCCC(=O)CC,"banana,berry,butter,cheese,earth,green,herb,must,resin,spice,vegetable"
CCCCC\C=C\C=O,"fat,green,herb,nut,spice"
CCCCCC(O)C=C,"cheese,cream,earth,fish,herb,meat,mushroom,vegetable"
CCCCC\C=C\CO,"citrus,earth,fruit,green,meat,plastic,soap,vegetable"
CC\C=C/CCCCO,"fat,green"
CCCCCC(C=C)OC(=O)C,"herb,lavandin"
CCCCCC(OC(=O)CCC)C=C,"animal,butter,earth,fish,fruit,mushroom,must,strawberry,vegetable,wax"
CCCCCCCCOC(C)=O,"floral,fruit,herb,jasmine,melon"
CCCCCCCCOC(=O)CCC,"citrus,fruit,green,must,orange"
CCCCCCCCOC=O,"citrus,fruit,orange,rose"
CCCCCCCCOC(=O)C(C)C,"cream,earth,green,soap,wax,wood"
CCCCCCCCOC(=O)CC(C)C,"floral,honey,rose,warm"
CCCCCCCCOC(=O)CCCCCCC,"coconut,fruit,oil,sweet"
CCCCCCCCOC(=O)CC,"floral,fruit,green,jam,mushroom,raspberry,sweet,wax"
CCCCCCCC/C=C/CCCCCCCC(O)=O,"fat,fried,lard,wax"
CCCC(C)=O,"alcohol,apple,banana,cheese,chocolate,ether,ethereal,fish,fruit,must,pineapple,potato,pungent,strawberry,sweet,wine,wood"
CC/C=C/C=O,"apple,fruit,green,orange,pungent,strawberry,tomato,vegetable"
OC(=O)CCC=C,"butter,cheese,fruit,parmesan,ricotta,romano"
CCC(O)C=C,"butter,fruit,green,horseradish,pungent,tropical,vegetable"
C\C=C/C(C)=O,"acetone,fish,fruit,phenol"
CCCC(C)OC(=O)CCC,"fat,sweet"
CCCCCc1occc1,"bean,butter,earth,fruit,green,green bean,metallic,vegetable"
CCCCCc1ccccn1,"fat,green,herb,melon,mushroom,pepper,tallow,vegetable"
CC(=C)C1CCC(=CC1)C=O,"aromatic,cherry,fat,fresh,grass,green,mint,oil"
CC(=C)[C@H]1CCC(=CC1)CO,"fat,green"
CC(C)[C@H]1CC=C(C)C=C1,"citrus,herb,juniper,lime,mint,pepper,spice,terpene"
CC(=O)OCCc1ccccc1,"apple,apricot,caramel,citrus,floral,fruit,grape,honey,melon,pineapple,rose,sweet,tobacco,vegetable"
OCCc1ccccc1,"floral,honey,lilac,rose,spice"
Nc1ccccc1C(=O)OCCc2ccccc2,"chocolate,floral,fruit,honey,iris,rose,sweet"
O=C(OCCc1ccccc1)c2ccccc2,"floral,honey,rose"
CCCC(=O)OCCc1ccccc1,"floral,grape,strawberry,sweet"
O=C(OCCc1ccccc1)/C=C/c2ccccc2,"balsam,sweet"
O=COCCc1ccccc1,"floral,green,herb,rose"
O=C(OCCc1ccccc1)c2occc2,"caramel,fruit,honey,mushroom,must,rose"
CCCCCC(=O)OCCc1ccccc1,"banana,floral,fruit,green,pineapple,rose"
CC(C)C(=O)OCCc1ccccc1,"floral,fruit,rose"
CCCCCCCC(=O)OCCc1ccccc1,"cocoa,floral,fruit,green,sweet,wax"
O=C(Cc1ccccc1)OCCc2ccccc2,"apricot,floral,fruit,hyacinth,rose,sweet"
CCC(=O)OCCc1ccccc1,"floral,rose,sweet"
Oc1ccccc1C(=O)OCCc2ccccc2,"balsam,carnation,floral,hyacinth,rose"
C\C=C(/C)C(=O)OCCc1ccccc1,"green,herb,raspberry,rose,strawberry"
CC(C)C(=O)OCCOc1ccccc1,"green,honey,rose"
O=CCc1ccccc1,"apple,apricot,berry,cherry,chocolate,floral,fruit,grape,grapefruit,green,hawthorn,herb,honey,hyacinth,lemon,melon,nut,orange,peach,peanut,sweet,vegetable"
COC(Cc1ccccc1)OC,"floral,green,hyacinth,spice"
OC(=O)Cc1ccccc1,"cheese,chocolate,floral,fruit,green,herb,honey,meat,must,raspberry,rose,strawberry,sweet,vanilla,vegetable"
NC(Cc1ccccc1)C(O)=O,"odorless,sweet"
C\C=C(C=O)/c1ccccc1,"chocolate,earth,floral,must"
S(Sc1ccccc1)c2ccccc2,"burnt,earth,sulfur"
OCCCCCc1ccccc1,"carnation,floral,lemon,medicine,rose,verbena"
CC(=O)C(=O)c1ccccc1,"butter,green,honey,medicine,pepper,plastic,vegetable"
CCC(O)c1ccccc1,"balsam,floral,sweet"
OCCCc1ccccc1,"anise,balsam,cinnamic,floral,fruit,hyacinth,sweet"
CC(C=O)c1ccccc1,"floral,green"
COC(OC)C(C)c1ccccc1,"earth,floral,spice,walnut"
CC(=O)OCCCc1ccccc1,"balsam,floral,fruit,spice,sweet"
CC(C)C(=O)OC[C@@H](C)c1ccccc1,"floral,fruit"
CC(C)C(=O)OCCCc1ccccc1,"balsam,fruit,sweet"
CC(C)CC(=O)OCCCC1=CC=CC=C1,"fruit,plum,raspberry,strawberry"
CCC(=O)OCCCc1ccccc1,floral
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC/C(C)=C/CO,"balsam,floral"
CC1=CC[C@H]2C[C@@H]1C2(C)C,"terpene,wood"
CC1(C)[C@H]2CCC(=C)[C@@H]1C2,"green,hay,pine,terpene,wood"
C1CCNCC1,"animal,floral,heavy,sweet"
O=C(/C=C/C=C/c1ccc2OCOc2c1)N3CCCCC3,"animal,pepper,pungent,rancid,spice"
O=Cc1ccc2OCOc2c1,"almond,anise,balsam,berry,cherry,cream,floral,herb,raspberry,sweet,vanilla,violet,wood"
CC(=O)OCc1ccc2OCOc2c1,"cherry,floral,strawberry"
CC(C)C(=O)OCC1=CC2=C(C=C1)OCO2,"berry,fruit,jam"
SCCCS,"meat,sulfur"
CC(C)S,"alliaceous,garlic,meat,onion,sulfur"
CCCO,"alcohol,apple,earth,fruit,must,peanut,pear,pungent,sweet"
CCC=O,"almond,apple,banana,cheese,chocolate,ethereal,grape,meat,must,pungent,solvent,sweet,vegetable,wood"
CCC(=O)c1ccccc1,"cherry,floral,hawthorn,lilac"
CCCOC(C)=O,"celery,fruit,fusel,pear,raspberry,solvent,vegetable"
CCCc1ccc(OC)cc1,"anise,anisic,herb"
CCCSSCCC,"alliaceous,burnt,earth,garlic,green,herb,onion,sulfur"
CCCOC=O,"berry,ethereal,fruit,green,rum,sweet"
CCCCCC(=O)OCCC,"cheese,fruit,green,juice,pineapple,sweet,tropical"
CC/C=C/1OC(=O)c2ccccc12,"apple,celery,fenugreek,floral,herb,maple,spice,sweet,wood"
CCCOC(=O)C(C)C,"berry,fruit,melon,pineapple,ripe,sweet,tropical"
CCCS,"alliaceous,cabbage,garlic,gas,natural,onion,sulfur,sweet,vegetable"
CCCc1ccc(O)cc1,"medicine,phenol"
CCCOC(=O)CC,"apple,chemical,floral,fruit,oil,pineapple,pungent,sharp,sweet"
C[C@@H]1CCC(=C(C)C)C(=O)C1,"cinnamic,citrus,fruit,herb,lime,mint,spice,vanilla"
SCCc1cnccn1,"cabbage,meat,sulfur,vegetable"
c1ccncc1,"amine,fish,putrid,rancid,sickening,sour"
[nH]1cccc1,"chloroform,ether,ethereal,nut,sweet,warm"
CC(=O)C=O,"acid,brown,caramel,ethereal,rum,sweet"
CC(=O)C(O)=O,"acetic,acid,caramel,coffee,cream,meat,sharp,sour,vegetable"
